customers_id	orders_id	is_fraud	customers_age	days_0_2	days_3_10	days_11_30	georate	account_age	days_to_first_purchase	order_total	chat_pub	chat_pri	coop	buddy	buddy_received	friend	friend_recieved	creation	control_var
84895317	261598977	0	34.5534	0.0	4.99	0.0	0.86	106	14	6.99	276	73	708	472	472	472	708	0	0.673330832392
84927106	261363152	0	25.5562	0.0	0.0	28.596	0.0239	105	0	9.754	0	3	0	3	0	0	6	0	0.331281984263
84927106	261363400	0	25.5562	9.754	0.0	28.596	0.0239	105	0	9.754	0	3	0	3	0	0	6	0	0.226941688602
84961647	261298242	0	17.6055	0.0	0.0	0.0	0.28	104	4	9.99	0	2	0	0	0	0	0	0	0.420946571562
84970913	261597866	1	16.7123	0.0	63.2	0.0	0.6056	104	7	4.99	10	69	62	62	217	62	62	0	0.494312585981
84970913	261053706	1	16.7123	0.0	63.2	0.0	0.6056	104	7	4.99	10	69	62	62	217	62	62	0	0.392174023872
84970913	261033341	1	16.7123	0.0	63.2	0.0	0.6056	104	7	4.99	10	69	62	62	217	62	62	0	0.0749067016756
84970913	261055915	1	16.7123	0.0	63.2	0.0	0.6056	104	7	4.99	10	69	62	62	217	62	62	0	0.0281302334511
84970913	261052129	1	16.7123	0.0	63.2	0.0	0.6056	104	7	4.99	10	69	62	62	217	62	62	0	0.295392553382
85000053	261564345	0	16.8466	9.99	0.0	0.0	0.8646	103	15	9.99	54	35	252	210	420	378	252	0	0.441287317971
85016850	261059239	1	18.2849	27.96	59.91	0.0	0.6287	103	4	6.99	0	0	0	6	12	0	12	0	0.79053566187
85068995	261640221	0	15.0795	0.0	8.0	0.0	0.28	102	6	4.99	0	0	0	0	3	0	0	0	0.916998601391
85083876	261039425	0	28.3973	11.1	38.136	0.0	0.725	101	3	5.55	128	116	1598	376	376	282	1222	0	0.954801182055
85132412	261711537	0	19.7151	6.99	46.98	0.0	0.7024	100	4	4.99	166	125	720	520	360	360	720	0	0.302929955751
85132412	261695143	0	19.7151	0.0	46.98	0.0	0.7024	100	4	6.99	166	125	720	520	360	360	720	0	0.26003246003
85135626	261305409	0	19.3397	0.0	41.2	0.0	0.308	100	1	9.99	146	117	544	352	224	256	544	0	0.524271027772
85135626	261305607	0	19.3397	9.99	41.2	0.0	0.308	100	1	9.99	146	117	544	352	224	256	544	0	0.593298410245
85164414	261443721	0	13.7918	0.0	0.0	29.97	0.28	100	0	9.99	55	114	1184	1480	2516	1480	1480	0	0.655230582671
85241869	261039493	1	21.1644	0.0	90.96	0.0	0.1655	99	2	9.99	85	104	252	420	280	280	504	56	0.810613706116
85241869	261040024	1	21.1644	0.0	90.96	0.0	0.1655	99	2	9.99	85	104	252	420	280	280	504	56	0.836520214065
85241869	261455830	1	21.1644	0.0	100.95	0.0	0.1655	99	2	9.99	85	104	252	420	280	280	504	56	0.0280382306605
85266745	261575493	0	17.5151	0.0	16.98	0.0	0.308	99	4	6.99	59	50	930	744	372	310	930	0	0.909094765681
85300960	261337542	0	26.6000	4.99	53.67	0.0	0.7702	98	0	6.99	85	71	312	182	234	286	234	0	0.208288326129
85300960	261337294	0	26.6000	0.0	53.67	0.0	0.7702	98	0	4.99	85	71	312	182	234	286	234	0	0.433616339109
85340838	261196866	1	19.2356	29.97	0.0	0.0	0.86	98	7	9.99	21	91	605	275	55	165	220	0	0.792441429972
85340838	261198276	1	19.2356	29.97	0.0	0.0	0.86	98	7	6.99	21	91	605	275	55	165	220	0	0.415304769522
85340838	261246075	1	19.2356	34.96	0.0	0.0	0.86	98	7	8.0	21	91	605	275	55	165	220	0	0.160710941758
85340838	261198600	1	19.2356	34.96	0.0	0.0	0.86	98	7	6.99	21	91	605	275	55	165	220	0	0.309228720302
85340838	261198649	1	19.2356	34.96	0.0	0.0	0.86	98	7	4.99	21	91	605	275	55	165	220	0	0.75272393054
85340838	261246125	1	19.2356	34.96	0.0	0.0	0.86	98	7	4.0	21	91	605	275	55	165	220	0	0.88172297046
85340838	261196900	1	19.2356	29.97	0.0	0.0	0.86	98	7	9.99	21	91	605	275	55	165	220	0	0.489016115234
85340838	261198708	1	19.2356	34.96	0.0	0.0	0.86	98	7	4.99	21	91	605	275	55	165	220	0	0.604415590245
85340838	261197056	1	19.2356	29.97	0.0	0.0	0.86	98	7	9.99	21	91	605	275	55	165	220	0	0.585241413664
85384807	261252467	1	14.4082	29.97	0.0	0.0	0.7215	97	6	8.0	6	20	26	0	39	13	26	0	0.671487893568
85384807	261252535	1	14.4082	29.97	0.0	0.0	0.7215	97	6	8.0	6	20	26	0	39	13	26	0	0.202689299574
85384807	261252648	1	14.4082	29.97	0.0	0.0	0.7215	97	6	5.6	6	20	26	0	39	13	26	0	0.921630840917
85384807	261252728	1	14.4082	29.97	0.0	0.0	0.7215	97	6	8.0	6	20	26	0	39	13	26	0	0.227244371237
85384807	261252836	1	14.4082	29.97	0.0	0.0	0.7215	97	6	8.0	6	20	26	0	39	13	26	0	0.308808534207
85439644	261242510	1	19.7425	14.97	0.0	0.0	0.28	96	2	5.6	125	360	5634	5321	4695	4695	5321	939	0.60931604535
85439644	261234538	1	19.7425	14.97	0.0	0.0	0.28	96	2	5.6	125	360	5634	5321	4695	4695	5321	939	0.796364415603
85439644	261234576	1	19.7425	14.97	0.0	0.0	0.28	96	2	5.6	125	360	5634	5321	4695	4695	5321	939	0.585801861688
85473452	261406874	0	16.0932	5.672	0.0	0.0	0.28	95	5	1.12	2	7	0	66	77	55	77	0	0.89516417526
85495194	261525946	1	25.8301	9.99	35.25	0.0	0.469	95	0	9.99	243	238	882	735	588	539	833	0	0.613432899974
85495194	261524818	1	25.8301	9.99	35.25	0.0	0.469	95	0	6.99	243	238	882	735	588	539	833	0	0.439089531194
85495194	261504585	1	25.8301	44.95	35.25	0.0	0.469	95	0	9.99	243	238	882	735	588	539	833	0	0.805704504215
85495194	261504688	1	25.8301	44.95	35.25	0.0	0.469	95	0	6.99	243	238	882	735	588	539	833	0	0.488055543918
